D_bar,5a18701954208204570dcb8e,5a191ca682c9a804497b7d6d,5a1932ab059ac522ef987ea7,5a1950d504030050aed5ef38,5a19654811ae4222e93bcbb5,5a196870172b442ddd1d0881,5a197a76c988512deb672d77,5a197dd07c73c915f5797cc2,5a1986d282c9a804497b7da5,5a198afc82c9a804497b7da6,5a198cb07c73c915f5797cc5,5a198f20ae845313c72e2c17,5a198fae82c9a804497b7da7,5a19934fb884b12dc5b501ff,5a1993ec11ae4222e93bcbb7,5a1995b8b884b12dc5b50200,5a19964a99ec112dd1215e0e,5a1997ecb0da9122e35a920f,5a1999fe6aa4043eeb298b94,5a199aac99ec112dd1215e0f,5a199bb5c988512deb672d79,5a199bf5c988512deb672d7a,5a199c0b649dcd3edb29ed7a,5a199c0ec988512deb672d7b,5a199c3db884b12dc5b50201,5a199d6204030050aed5ef42,5a199ec16659b21626305b68,5a199f3f99ec112dd1215e10,5a19a0b8ae845313c72e2c18,5a19a1eec988512deb672db9,5a19a27104030050aed5ef44,5a19a29ec988512deb672dba,5a19a2cd99ec112dd1215e11,5a19a35482c9a804497b7da9,5a19a3a199ec112dd1215e12,5a19a48d99ec112dd1215e13,5a19a53311ae4222e93bcbb9,5a19a53c059ac522ef987f06,5a19a545c988512deb672dbb,5a19a549b0da9122e35a9242,5a19a75b649dcd3edb29ed7b,5a19a8f7b0da9122e35a9243,5a19a9106659b21626305bd8,5a19a915649dcd3edb29ed7d,5a19a91654208204570dcbc4,5a19a9b911ae4222e93bcbba,5a19a9e454208204570dcbc5,5a19aa006aa4043eeb298d0d,5a19aa72c988512deb672dbc,5a19aa917c73c915f5797cc6,5a19aaf06aa4043eeb298d0f,5a19ab057c73c915f5797cc7,5a19ab1b6659b21626305d0f,5a19ac1382c9a804497b7e3a,5a19ac3eb0da9122e35a9245,5a19ac52649dcd3edb29ed7f,5a19ac796e5403163f332bf8,5a19acd0172b442ddd1d0884,5a19acd9b884b12dc5b50203,5a19ae366659b21626305d11,5a19aed5ae845313c72e2d20,5a19aef2059ac522ef987f08,5a19aefe04030050aed5ef4a,5a19af076659b21626305d12,5a19af0c99ec112dd1215e15,5a19af6a11ae4222e93bcbbb,5a19afc9172b442ddd1d0885,5a19b0036e5403163f332bfa,5a19b03182c9a804497b7e3b,5a19b08fb0da9122e35a9247,5a19b0d604030050aed5ef4b,5a19b1edae845313c72e2d21,5a19b2b411ae4222e93bcbbc,5a19b2c5ae845313c72e2d22,5a19b2c8c988512deb672dc1,5a19b2e07c73c915f5797cca,5a19b2fb6e5403163f332bfc,5a19b3387c73c915f5797ccb,5a19b36204030050aed5ef4c,5a19b3b5b0da9122e35a9248,5a19b3d754208204570dcbc9,5a19b42882c9a804497b7e3f,5a19b46fb884b12dc5b50205,5a19b47b11ae4222e93bcbbf,5a19b4a6059ac522ef987f0c,5a19b4bc54208204570dcbca,5a19b4dd99ec112dd1215e18,5a19b4e6b0da9122e35a924a,5a19b5016e5403163f332bfd,5a19b51e172b442ddd1d0888,5a19b5c999ec112dd1215e1b,5a19b6226e5403163f332bfe,5a19b63711ae4222e93bcbc0,5a19b6386aa4043eeb298d12,5a19b6506aa4043eeb298d13,5a19b6b811ae4222e93bcbc1,5a19b6c6c988512deb672dc3,5a19b81282c9a804497b7e40,5a19b850b884b12dc5b50206,5a19b857c988512deb672dc4,5a19b87eae845313c72e2d26,5a19b884ae845313c72e2d27,5a19b8d399ec112dd1215e1d,5a19b8e36e5403163f332bff,5a19b92f7c73c915f5797cd0,5a19b93cb884b12dc5b50207,5a19b94b99ec112dd1215e1e,5a19b9746e5403163f332c02,5a19b9a2b0da9122e35a924c,5a19b9c46659b21626305d14,5a19ba3c7c73c915f5797cd1,5a19ba4799ec112dd1215e1f,5a19ba4c04030050aed5ef50,5a19ba4f82c9a804497b7e41,5a19ba4fc988512deb672dc6,5a19ba73059ac522ef987f11,5a19bab0c988512deb672dc7,5a19babc11ae4222e93bcbc3,5a19bafb7c73c915f5797cd2,5a19bb21059ac522ef987f12,5a19bb4054208204570dcbf4,5a19bb4cae845313c72e2d30,5a19bc3354208204570dcbf7,5a19bc4411ae4222e93bcbc4,5a19bc9d6659b21626305d16,5a19bcb304030050aed5ef52,5a19bcfc54208204570dcbf9,5a19bd2004030050aed5ef53,5a19bd466659b21626305d17,5a19bd91ae845313c72e2d31,5a19bdaf6659b21626305d19,5a19bdb854208204570dcbfa,5a19bdf26aa4043eeb298d1e,5a19be1204030050aed5ef54,5a19be4854208204570dcbfb,5a19be6682c9a804497b7e45,5a19bec46659b21626305d1a,5a19bef299ec112dd1215e22,5a19befd99ec112dd1215e23,5a19bf0ec988512deb672dde,5a19bf1811ae4222e93bcbc6,5a19bf3e54208204570dcbfc,5a19bf896e5403163f332c22,5a19bfbe6659b21626305d1b,5a19bfd0b0da9122e35a924f,5a19bfd7b0da9122e35a9250,5a19c03f6659b21626305d1c,5a19c0cdc988512deb672de0,5a19c0d399ec112dd1215e24,5a19c0d754208204570dcbfe,5a19c0deb884b12dc5b5020c,5a19c14db884b12dc5b5020e,5a19c17d99ec112dd1215e27,5a19c181172b442ddd1d08a7,5a19c1b7649dcd3edb29ed8a,5a19c1c67c73c915f5797cd6,5a19c1c7b884b12dc5b50210,5a19c20bc988512deb672de2,5a19c25011ae4222e93bcbc9,5a19c25404030050aed5ef5b,5a19c291649dcd3edb29ed8b,5a19c2ff7c73c915f5797cd7,5a19c30bb884b12dc5b50211,5a19c324c988512deb672de3,5a19c36a54208204570dcbff,5a19c3d2649dcd3edb29ed8c,5a19c403b884b12dc5b50213,5a19c41db884b12dc5b50214,5a19c45cae845313c72e2d32,5a19c495b884b12dc5b50216,5a19c51199ec112dd1215e28,5a19c56804030050aed5ef5d,5a19c5d66e5403163f332c24,5a19c5ebb0da9122e35a9251,5a19c62db884b12dc5b50217,5a19c66404030050aed5ef60,5a19c7bc059ac522ef987f1b,5a19c86eb0da9122e35a9252,5a19c8a8649dcd3edb29ed8d,5a19c8e4ae845313c72e2d33,5a19ca25b884b12dc5b50219,5a19ca6904030050aed5ef63,5a19cadc99ec112dd1215e29,5a19caf054208204570dcc00,5a19cc92ae845313c72e2d34,5a19cccf11ae4222e93bcbd3,5a19ccd26659b21626305d20,5a19cea604030050aed5ef6a,5a19cecb6659b21626305d21,5a19cfab6e5403163f332c28,5a19d0a2059ac522ef987f2c,5a19d146059ac522ef987f2e,5a19d157c988512deb672de8,5a19d19f99ec112dd1215e2b,5a19d20d82c9a804497b7e49,5a19d21099ec112dd1215e2d,5a19d22f649dcd3edb29ed92,5a19d31099ec112dd1215e2e,5a19d33854208204570dcc02,5a19d41911ae4222e93bcbdc,5a19d4a982c9a804497b7e4b,5a19d5f454208204570dcc05,5a19d620b884b12dc5b5022d,5a19d66f059ac522ef987f30,5a19d6f76659b21626305d2b
5a19b46fb884b12dc5b50205,27,29,35,21,40,31,44,19,28,33,35,30,44,22,13,39,33,35,35,28,37,31,27,32,42,40,38,35,29,27,18,42,9,36,33,16,21,38,32,45,30,21,20,41,43,33,29,43,16,21,45,27,35,32,44,19,35,22,38,29,42,21,33,49,17,45,47,30,34,33,36,32,30,23,39,39,21,44,23,36,28,23,0,34,34,19,35,38,35,32,42,46,18,20,35,37,37,54,33,26,23,45,19,24,33,28,37,37,22,35,39,46,18,41,18,16,21,34,39,23,38,27,26,35,12,33,31,32,29,22,12,18,35,35,29,46,50,19,34,34,38,20,42,22,49,45,30,30,24,23,28,9,23,38,19,20,45,15,15,21,43,25,18,15,29,33,18,36,42,32,29,46,37,35,19,29,19,26,31,38,30,34,42,30,28,26,11,27,36,19,42,26,38,44,49,35,26,23,48,37,30,17,36,24,24
5a19b47b11ae4222e93bcbbf,41,41,45,30,39,43,30,30,40,19,27,25,35,16,33,34,35,49,29,27,39,19,33,43,54,26,47,38,41,36,41,33,35,27,36,28,33,38,41,32,41,28,30,35,40,24,25,37,25,44,54,39,42,42,48,19,21,15,48,39,44,33,43,45,25,47,28,9,32,24,22,38,33,46,24,33,29,29,33,30,40,34,40,0,39,30,20,23,47,35,41,40,26,32,42,29,31,50,2,36,35,25,31,36,25,16,22,37,25,20,35,58,30,19,38,29,19,36,24,30,24,21,33,39,37,27,43,27,19,22,38,30,26,33,17,40,45,26,47,28,32,32,55,33,30,30,15,37,24,35,23,36,35,15,30,31,26,43,24,30,29,29,27,34,10,27,31,38,41,24,10,30,40,43,28,30,31,29,19,24,21,26,33,22,34,36,31,31,31,39,23,29,47,25,41,47,26,34,49,46,43,26,30,28,20
5a19b4a6059ac522ef987f0c,23,22,20,25,28,24,37,11,21,28,26,20,35,26,16,29,14,13,34,37,23,34,19,24,20,33,15,24,7,25,20,28,31,28,22,29,14,20,30,34,22,19,25,27,25,25,19,29,20,23,22,20,33,23,28,28,28,30,29,20,23,14,10,30,16,33,40,37,22,24,29,25,24,25,31,28,12,36,27,26,7,15,23,47,0,11,28,30,20,15,24,37,17,15,16,29,23,35,40,17,16,38,12,19,24,31,30,28,29,27,30,24,11,37,22,12,22,16,31,14,33,31,24,24,21,23,15,22,31,24,34,11,27,23,32,36,40,17,11,24,30,13,20,14,42,38,36,29,20,9,25,32,16,36,19,13,39,23,20,25,36,14,16,20,36,25,14,18,30,24,36,42,21,34,22,21,12,24,34,31,27,26,33,22,21,25,15,16,26,25,35,20,15,37,35,13,21,15,39,14,8,15,22,19,21
5a19b4bc54208204570dcbca,14,13,18,15,25,15,32,3,12,22,22,16,30,16,8,24,16,21,26,27,21,25,12,15,27,28,23,19,14,15,15,27,23,23,17,19,5,22,20,31,13,9,15,25,27,20,15,28,10,18,30,11,24,16,28,19,23,20,22,13,25,5,18,32,6,29,35,27,19,19,24,18,17,20,26,24,6,31,18,22,13,6,17,37,19,0,23,25,19,15,25,32,7,5,19,24,21,37,31,10,7,33,3,9,19,22,25,22,20,22,25,31,2,31,14,2,13,18,26,7,27,22,15,19,14,19,15,17,22,15,26,2,22,20,24,32,36,8,19,20,24,4,27,5,37,33,27,19,12,8,17,24,7,29,9,4,34,19,10,15,31,9,6,12,27,19,4,20,26,19,27,35,21,24,13,15,3,16,25,26,20,21,29,17,14,15,7,11,22,16,31,12,22,32,34,20,13,6,33,22,15,5,21,11,13
5a19b4dd99ec112dd1215e18,34,32,33,26,23,34,11,21,31,6,10,10,19,15,28,18,18,37,23,30,24,20,24,34,41,7,32,25,28,29,35,14,38,11,23,29,24,20,34,14,32,22,27,17,22,8,9,19,21,38,39,30,36,32,33,22,3,19,38,29,27,24,27,27,18,33,14,20,17,8,4,28,24,40,6,17,18,11,29,14,27,25,36,35,27,21,0,5,36,19,24,26,20,25,28,13,13,32,21,26,26,12,22,29,8,17,4,25,25,2,19,46,21,11,34,21,15,20,6,19,11,21,26,27,34,11,31,11,16,18,40,21,10,18,18,24,28,20,34,12,18,23,42,24,16,12,22,31,15,24,15,38,26,10,24,23,13,39,22,26,10,17,20,30,20,13,23,22,26,7,20,16,25,36,24,18,22,22,20,5,12,10,17,6,24,30,27,19,14,35,10,20,31,11,23,34,17,25,37,31,30,19,12,18,11
5a19b4e6b0da9122e35a924a,37,35,35,31,25,37,13,24,34,11,12,12,21,20,32,20,18,38,28,35,25,25,27,37,43,10,32,28,30,32,39,11,42,14,26,34,27,19,37,9,35,25,31,15,19,11,11,17,26,42,39,33,40,35,34,27,6,24,41,32,27,27,27,24,22,35,13,25,18,10,7,31,27,44,9,18,21,14,33,16,29,28,40,40,30,24,5,0,38,20,23,29,24,28,29,15,11,29,25,29,29,10,25,32,10,22,7,28,30,4,21,47,24,13,37,25,19,20,8,22,16,26,29,30,37,13,33,13,21,23,45,24,13,19,23,26,30,24,35,14,21,26,43,27,14,15,27,35,19,26,19,43,29,13,27,26,11,43,26,30,13,20,24,34,25,16,26,21,28,10,25,20,26,40,28,21,25,26,25,8,17,13,20,8,27,34,30,22,16,38,8,24,31,10,21,36,21,28,40,31,32,23,10,22,15
5a19b5016e5403163f332bfd,24,23,26,16,21,25,22,12,22,10,13,9,21,8,18,17,17,30,15,22,20,15,15,25,35,17,28,19,22,19,25,21,28,14,17,19,15,21,24,22,23,12,16,20,25,10,8,23,11,28,36,21,25,23,29,14,13,13,29,20,26,15,24,30,8,28,25,18,14,10,13,19,15,30,16,17,10,21,19,15,21,16,26,30,20,12,12,15,0,16,24,24,10,15,23,15,16,35,21,17,16,22,13,19,10,12,14,18,16,12,18,39,12,19,24,12,5,18,16,11,16,13,15,20,23,11,24,10,11,9,30,12,13,16,14,24,29,10,28,13,16,14,36,15,26,22,18,21,5,17,5,28,17,17,14,13,23,29,11,16,20,10,10,20,17,11,13,20,23,10,17,24,22,26,14,11,13,11,15,15,8,12,19,8,15,20,16,12,15,24,20,11,28,22,28,28,7,16,30,27,24,9,15,9,1
5a19b51e172b442ddd1d0888,28,26,23,26,16,27,24,15,24,17,14,8,23,21,23,17,5,25,28,35,13,27,18,28,29,20,18,19,16,25,29,14,37,16,17,30,17,8,30,19,26,19,26,12,13,12,8,14,21,32,25,23,33,25,21,26,15,25,31,22,13,17,14,18,16,25,26,30,10,12,16,23,21,34,18,16,12,23,28,13,16,19,32,43,20,15,14,17,26,0,12,27,17,19,16,17,8,23,32,19,19,24,15,23,12,24,16,21,28,14,18,34,14,25,29,16,18,6,18,13,22,26,23,21,29,10,21,10,24,21,40,14,14,11,26,23,28,17,21,11,19,16,30,18,28,24,30,29,14,15,18,37,19,24,20,16,25,33,21,25,23,11,17,26,30,14,18,8,20,12,30,29,13,34,23,14,16,21,28,18,19,14,21,10,19,27,22,13,14,31,22,17,18,23,20,22,16,19,32,17,18,16,7,16,14
5a19b5c999ec112dd1215e1b,32,30,26,32,25,32,33,19,29,26,23,18,33,30,27,26,8,24,37,43,21,37,24,32,28,29,11,26,15,31,31,20,42,26,24,37,22,10,36,27,30,25,32,20,13,22,17,21,27,35,18,28,40,30,26,34,25,34,36,27,16,22,6,18,22,33,35,39,19,22,25,30,29,37,28,26,18,33,35,23,14,23,35,52,27,19,24,27,28,12,0,36,24,24,16,26,16,23,42,24,23,33,20,28,21,34,26,30,36,23,27,32,19,34,33,20,26,9,27,19,32,35,30,27,32,20,23,19,33,29,44,19,24,20,35,33,37,24,19,21,28,21,28,22,37,34,40,35,23,17,27,42,24,34,26,20,34,36,28,32,32,17,23,30,39,23,22,11,29,21,39,39,19,40,30,22,20,29,37,27,28,23,31,19,26,32,25,19,24,35,30,25,10,32,29,21,24,23,40,10,17,22,15,23,23
5a19b6226e5403163f332bfe,25,26,32,14,33,28,33,16,25,21,25,21,34,9,14,30,28,35,23,15,31,18,21,29,41,29,36,28,28,21,22,33,16,26,26,8,18,32,26,35,27,14,13,33,37,23,21,35,9,25,44,24,28,28,39,6,25,9,34,25,36,18,32,42,11,39,36,17,26,23,25,26,22,27,28,30,16,33,16,27,27,20,20,23,29,16,24,27,33,26,36,0,12,17,32,28,29,47,21,22,20,33,16,21,23,15,26,29,10,24,31,45,15,29,20,14,10,29,28,18,27,14,19,29,18,24,29,23,17,11,19,15,25,27,17,37,42,12,34,25,29,17,41,19,37,34,17,23,15,22,18,17,20,25,15,17,34,23,7,13,32,19,12,16,16,24,15,31,34,23,16,35,32,29,11,22,16,18,18,27,19,25,32,21,22,21,13,21,28,20,31,18,36,33,40,34,17,20,41,36,29,12,28,16,14
5a19b63711ae4222e93bcbc0,16,17,23,11,26,19,31,6,16,20,21,16,30,12,8,25,19,25,23,23,24,21,13,19,31,27,27,21,18,12,16,28,20,23,19,14,9,24,18,31,17,6,10,27,30,19,15,29,6,19,34,15,21,19,31,14,22,16,25,16,28,9,22,35,3,31,34,23,20,19,23,18,16,21,26,25,7,30,13,22,18,10,16,32,20,6,22,24,24,18,28,32,0,7,23,24,23,40,27,13,10,32,7,11,19,18,24,23,15,22,25,36,5,29,14,4,9,21,26,9,25,18,12,21,14,19,19,18,19,11,23,5,21,21,20,32,36,5,24,20,24,8,32,9,36,32,23,16,10,12,15,20,11,26,5,7,33,19,6,10,30,11,4,10,22,19,6,23,27,19,22,34,23,21,8,15,7,13,22,25,17,20,28,17,14,12,7,13,22,15,30,12,27,31,35,24,12,10,34,26,20,3,22,10,11
5a19b6386aa4043eeb298d12,17,16,21,12,23,18,28,6,15,17,18,12,27,12,11,21,16,25,21,23,20,20,10,19,30,24,25,17,17,12,18,25,23,19,15,17,8,21,17,28,16,5,12,23,27,16,12,26,7,21,32,14,20,17,28,15,19,15,23,14,25,8,21,32,2,28,31,22,16,16,20,15,12,23,22,21,5,27,15,19,17,9,20,33,17,5,18,21,23,15,25,28,4,0,21,20,19,37,26,11,10,29,6,12,16,17,20,19,16,18,22,35,5,26,17,5,8,18,22,7,23,17,10,18,17,15,18,14,17,10,26,5,18,18,19,29,33,4,23,17,21,7,31,8,33,28,22,15,7,11,12,24,10,24,7,7,30,22,8,12,27,8,3,14,22,16,6,20,24,15,22,31,20,20,10,12,6,10,20,22,15,17,25,13,11,13,10,10,19,18,26,8,25,28,31,23,9,9,30,24,19,2,18,6,8
5a19b6506aa4043eeb298d13,32,29,26,30,20,31,27,18,28,21,18,13,27,26,26,21,4,26,32,40,17,32,22,31,30,23,16,23,17,29,32,14,41,20,21,35,21,4,34,20,29,23,30,14,9,16,12,15,25,35,23,27,37,28,24,31,18,30,35,26,13,21,12,15,20,29,29,34,15,16,19,27,26,37,22,20,16,26,33,18,16,22,35,48,24,18,18,21,28,9,8,31,21,23,0,21,10,19,37,23,23,26,19,27,16,29,20,26,32,17,22,34,18,28,32,19,22,6,21,17,26,31,27,25,32,14,24,14,28,25,43,18,18,15,31,27,32,22,22,16,23,20,31,21,31,28,35,33,19,17,23,41,23,28,24,20,27,36,25,30,26,15,21,30,34,18,21,7,24,16,34,33,16,38,27,19,19,26,32,21,23,18,25,14,23,31,25,17,18,34,24,22,16,26,22,23,21,22,37,15,19,20,9,20,19
5a19b6b811ae4222e93bcbc1,35,33,32,30,21,35,18,22,32,13,12,10,21,22,30,19,13,34,29,37,21,27,25,35,39,14,27,25,25,31,37,6,42,14,23,34,25,13,36,10,33,24,31,10,13,11,9,11,25,40,34,31,39,32,30,29,9,26,39,29,22,25,22,18,21,32,18,28,15,10,10,29,26,42,13,16,19,17,33,14,25,26,39,43,27,22,9,12,34,15,17,28,23,26,25,0,6,23,29,27,26,16,23,30,10,24,11,26,31,8,19,43,22,18,36,23,20,15,12,20,19,27,28,27,36,11,30,12,23,24,45,22,12,16,26,24,28,23,31,12,20,24,39,25,20,19,30,34,18,23,20,43,27,18,26,23,17,41,26,30,17,17,22,33,29,15,25,16,25,10,29,25,22,39,28,19,23,25,27,12,19,13,19,8,25,33,29,19,14,37,14,23,26,15,16,31,20,26,38,26,27,22,5,21,16
5a19b6c6c988512deb672dc3,31,28,27,26,16,30,19,18,27,13,10,6,19,19,25,15,9,30,26,34,16,25,20,30,34,15,23,20,21,27,32,10,38,12,18,30,20,11,32,14,28,20,26,9,14,8,5,11,21,35,30,26,34,28,25,26,10,24,34,25,18,20,18,19,17,27,21,27,10,8,11,24,22,37,14,13,14,18,29,10,20,21,34,41,22,17,10,12,30,11,15,24,18,21,20,13,0,24,29,22,22,19,18,25,8,22,12,22,27,9,15,38,17,20,31,18,17,11,13,15,18,25,24,23,31,7,25,8,21,20,41,17,10,11,24,20,25,18,26,8,16,19,35,20,23,20,28,30,14,18,16,38,22,19,22,19,20,36,22,26,18,13,18,28,27,12,20,13,20,8,27,25,18,35,24,14,18,21,25,13,16,10,17,6,20,28,24,15,11,33,17,18,23,18,16,27,16,21,33,22,23,17,4,16,13
5a19b81282c9a804497b7e40,34,32,27,34,27,33,35,21,30,29,26,20,35,32,28,29,10,24,39,45,23,39,26,34,29,31,10,28,16,33,32,22,43,28,26,39,23,12,38,29,32,27,34,22,14,24,20,24,29,36,18,29,42,31,29,36,27,36,38,28,19,23,6,19,24,35,37,41,22,24,28,32,31,38,30,28,20,35,36,25,15,25,36,54,29,21,26,29,29,14,16,38,25,25,18,29,18,0,44,26,25,35,21,29,24,36,28,32,38,26,30,33,20,36,34,22,28,12,30,21,34,37,32,29,33,22,25,22,35,31,46,20,26,23,37,35,40,26,19,23,31,22,29,24,39,36,42,37,25,18,29,43,25,36,28,22,36,36,29,34,35,19,25,32,41,26,24,13,31,24,41,41,21,42,31,24,21,31,39,29,30,26,33,22,28,34,27,21,26,36,33,27,10,35,31,21,27,25,42,10,17,24,17,25,25
5a19b850b884b12dc5b50206,42,42,46,31,40,44,30,31,41,20,28,26,36,17,34,35,36,50,30,28,40,20,34,44,55,26,48,39,42,36,42,33,36,28,37,28,34,39,42,33,42,29,31,36,41,25,26,38,26,45,55,40,43,43,49,20,22,16,49,40,45,34,44,46,26,48,28,10,33,25,23,39,34,47,25,34,30,30,34,31,41,35,41,23,40,31,21,24,48,36,42,41,27,33,43,30,32,51,0,37,35,26,32,37,25,17,23,38,26,21,36,59,31,19,39,30,20,37,25,31,25,22,34,40,38,28,44,28,20,23,39,31,27,34,18,41,46,27,48,29,33,33,56,34,30,31,16,38,25,36,24,36,36,16,31,32,27,43,25,31,30,30,28,35,10,28,32,39,42,25,10,30,41,44,28,31,32,30,20,24,22,27,34,23,35,37,32,32,32,40,24,30,48,26,42,48,27,35,50,47,44,27,31,28,21
5a19b857c988512deb672dc4,21,20,23,13,22,21,25,9,18,14,15,10,24,9,14,19,16,27,17,22,20,17,12,22,33,21,27,17,20,15,22,23,25,16,15,18,12,21,20,25,20,8,13,22,26,13,10,24,8,25,34,17,22,20,28,14,16,13,26,17,25,11,22,31,5,27,28,20,15,13,17,16,12,27,19,19,7,24,16,16,19,13,23,31,18,9,15,18,25,15,25,26,6,12,22,18,18,36,23,0,13,25,9,16,13,14,17,18,15,15,20,37,8,23,20,8,5,18,19,8,19,14,12,18,20,13,21,12,14,8,28,8,15,16,16,26,31,6,25,14,18,10,33,12,30,25,20,17,4,14,9,25,14,20,10,10,26,25,9,13,24,8,6,17,19,13,10,20,23,13,19,27,21,23,11,10,10,8,17,18,11,14,22,10,12,16,13,10,17,21,23,8,26,25,29,26,6,13,29,26,21,6,17,6,5
5a19b87eae845313c72e2d26,19,18,21,14,20,19,25,7,16,15,15,10,24,12,14,18,14,25,20,24,18,19,9,20,30,21,24,15,17,15,21,22,26,17,13,19,10,19,19,25,18,8,14,21,24,13,9,23,9,24,32,15,22,18,26,16,17,16,24,15,23,9,20,30,5,26,29,22,14,13,17,13,10,26,20,18,5,25,17,16,16,11,22,34,16,7,16,19,23,13,23,26,6,10,19,18,17,34,26,12,0,26,7,14,13,17,18,17,17,16,19,34,6,24,19,7,8,16,20,6,20,17,12,16,19,13,19,12,16,10,28,6,15,15,18,26,30,6,23,14,18,8,31,10,31,26,22,17,5,11,11,26,11,22,10,8,27,25,10,14,24,6,6,16,22,13,9,18,22,13,22,29,19,23,12,9,8,10,20,19,13,15,22,11,9,16,12,8,16,21,24,6,24,26,29,23,7,11,28,23,19,5,16,4,7
5a19b884ae845313c72e2d27,37,35,37,28,27,37,15,25,34,7,14,14,23,16,30,22,23,41,24,30,28,19,27,37,45,11,36,29,32,31,38,18,39,15,27,30,27,24,36,17,35,24,28,21,25,12,13,23,23,41,43,33,38,35,37,22,7,19,41,32,31,27,31,31,21,37,13,18,21,12,7,31,27,43,10,21,22,15,31,18,31,28,39,34,31,24,6,9,39,23,28,29,22,28,32,17,17,35,17,29,29,0,25,32,12,16,8,28,26,5,23,49,24,7,36,24,16,24,9,23,13,21,28,31,36,15,35,15,16,20,41,24,14,22,18,28,33,22,38,16,22,26,46,27,15,16,20,33,17,28,17,39,29,6,26,26,12,41,23,28,14,21,23,32,18,17,26,26,30,11,18,16,30,39,26,21,25,24,19,9,14,14,21,10,27,32,29,23,19,37,9,23,36,10,27,38,20,28,40,35,34,22,16,21,13
5a19b8d399ec112dd1215e1d,16,14,16,17,23,16,31,3,13,21,20,14,29,17,11,23,14,19,26,29,19,25,11,16,25,27,20,17,12,16,17,25,26,22,15,21,6,19,21,29,14,10,17,23,25,18,14,26,12,20,28,12,25,14,26,20,22,21,21,11,23,6,16,30,7,27,34,28,17,18,23,17,16,22,25,23,4,30,19,20,11,7,19,38,17,3,21,24,17,13,23,31,8,7,16,23,19,35,32,9,7,32,0,12,18,23,23,21,21,21,24,29,3,30,17,4,13,16,25,6,26,23,16,17,17,17,13,16,22,15,28,3,20,18,24,30,35,9,17,18,23,5,25,6,36,31,28,20,11,6,17,26,8,28,10,4,33,21,12,17,30,7,8,14,28,18,6,17,25,18,28,35,18,26,14,14,4,16,26,25,19,20,27,16,13,17,9,9,21,19,30,12,20,31,32,18,13,7,32,20,13,7,19,10,13
5a19b8e36e5403163f332bff,21,20,24,13,23,22,25,10,19,14,15,11,24,8,15,19,17,28,17,21,21,16,13,23,34,21,28,18,20,15,22,23,25,17,16,17,12,22,20,25,20,8,13,22,27,13,10,25,8,25,35,18,22,21,29,13,16,12,27,18,26,12,23,32,5,28,28,19,16,13,17,17,13,27,19,19,8,24,16,17,20,13,23,30,19,10,15,18,26,16,26,26,7,12,23,18,18,37,22,15,14,25,10,0,13,13,17,18,14,15,20,38,9,23,20,9,4,19,19,9,19,13,12,19,20,14,22,12,13,7,27,9,15,17,15,27,31,6,26,15,18,11,34,12,30,25,19,18,4,15,8,25,14,20,10,11,26,26,8,13,24,9,7,17,18,13,11,21,24,13,18,27,22,23,10,11,10,8,16,18,11,15,22,11,13,17,13,11,17,21,23,9,27,25,30,26,6,14,30,27,22,6,17,7,4
5a19b92f7c73c915f5797cd0,32,30,29,26,19,31,15,19,28,9,8,6,17,18,26,15,13,33,24,32,19,23,21,32,37,11,27,22,24,27,33,10,38,10,20,30,22,15,32,12,30,20,26,11,17,6,6,14,21,36,34,27,35,29,28,24,6,22,35,26,22,21,22,22,17,29,18,24,12,6,7,25,22,38,10,13,16,15,29,10,23,23,35,39,24,19,6,9,32,14,19,24,19,23,24,11,7,27,25,23,23,15,19,27,0,20,8,22,26,5,16,41,18,16,32,19,16,15,9,17,15,23,24,24,32,7,28,8,19,19,41,18,8,13,21,20,25,19,29,8,16,20,38,22,20,16,25,30,14,21,15,38,23,16,22,20,16,37,22,26,14,14,19,29,24,11,21,17,22,5,24,21,21,35,24,15,20,21,23,9,14,8,15,3,21,29,25,16,11,33,13,19,26,15,18,30,16,23,34,26,26,18,7,17,11
5a19b93cb884b12dc5b50207,27,26,30,18,25,28,21,16,25,9,14,11,23,6,20,20,20,34,14,21,24,11,19,29,39,17,32,23,26,22,28,22,28,15,21,19,18,24,27,23,27,14,18,22,28,12,11,25,13,31,40,24,28,27,33,12,13,10,33,24,29,18,28,33,11,32,24,14,18,12,13,23,18,33,16,19,14,21,21,17,25,20,28,27,24,16,12,15,32,20,28,26,13,18,27,17,18,38,17,21,20,21,16,22,12,0,14,22,15,12,21,43,15,17,26,15,6,22,16,15,15,11,18,24,25,14,28,13,7,9,31,15,14,19,10,27,31,12,32,15,18,17,40,19,25,22,14,24,9,21,8,28,20,14,16,17,22,31,13,17,20,14,13,22,14,14,17,24,26,11,14,22,26,29,15,15,16,14,11,15,7,14,21,9,19,23,19,16,17,27,19,15,32,21,30,32,11,20,34,31,28,12,18,13,5
