D_bar,5a0ebeddfdc81513a9dcf33d,5a0ee1c397e0bc4831663486,5a0eeec3ae845313c72e280a,5a0ef92e0525bc484398d1f8,5a0eff8948c5984825e18bba,5a0f05b3bcb30313c1318d8e,5a0f0c5348c5984825e18bbb,5a0f0e693feafb4f684d1abb,5a0f100fe691ef1af5572637,5a0f12dc0525bc484398d1fb,5a0f14601c156e483dc740c8,5a0f169bc31f3448494eb6f7,5a0f178632516b13bbf49e3f,5a0f17acd6c58c139daa8a50,5a0f187c1c067a1ae7e6733c,5a0f192a48c5984825e18bca,5a0f19b9d6c58c139daa8a51,5a0f1aa832516b13bbf49e41,5a0f1ae71c067a1ae7e6733d,5a0f1af0fdc81513a9dcf349,5a0f1b04bcb30313c1318d90,5a0f1bcb48c5984825e18bcc,5a0f1c2a0525bc484398d1fc,5a0f1c61fdc81513a9dcf34a,5a0f1c8348c5984825e18bcd,5a0f1cabbcb30313c1318d91,5a0f1e361c067a1ae7e6733e,5a0f1edc1c156e483dc740c9,5a0f1fcd1c067a1ae7e6733f,5a0f202bc31f3448494eb6f9,5a0f215be691ef1af5572639,5a0f21641c156e483dc740ca,5a0f21686d59381b0f22075a,5a0f216e6d59381b0f22075b,5a0f21990525bc484398d1fd,5a0f225c5c4f9a48378c2db3,5a0f22912c520b484f1b87fc,5a0f22c93feafb4f684d1ac1,5a0f2391ae845313c72e2811,5a0f24065c4f9a48378c2db4,5a0f241432516b13bbf49e42,5a0f24a097e0bc483166348f,5a0f25093feafb4f684d1ac2,5a0f2514e691ef1af557263b,5a0f259a0525bc484398d200,5a0f25eb32516b13bbf49e44,5a0f25efbcb30313c1318d97,5a0f2610d6c58c139daa8a53,5a0f2681e691ef1af557263c,5a0f269a48c5984825e18bd0,5a0f26cb3feafb4f684d1ac7,5a0f270efdc81513a9dcf34c,5a0f274f97e0bc4831663490,5a0f2755e691ef1af557263e,5a0f27bdbcb30313c1318d9a,5a0f27efe691ef1af557263f,5a0f283332516b13bbf49e45,5a0f2857fdc81513a9dcf34d,5a0f2895ae845313c72e2812,5a0f2897e691ef1af5572640,5a0f292148c5984825e18bd1,5a0f29330525bc484398d202,5a0f29b50525bc484398d204,5a0f29b697e0bc4831663491,5a0f29b80525bc484398d205,5a0f2a3cd6c58c139daa8a54,5a0f2a521c156e483dc740cc,5a0f2a882c520b484f1b87ff,5a0f2b071c067a1ae7e67341,5a0f2b2448c5984825e18bd4,5a0f2b636d59381b0f22075c,5a0f2b73d6c58c139daa8a56,5a0f2ba56d59381b0f22075d,5a0f2ba71c156e483dc740cd,5a0f2bd1fdc81513a9dcf34f,5a0f2c131c156e483dc740ce,5a0f2c42e691ef1af5572643,5a0f2c4397e0bc4831663492,5a0f2c4a97e0bc4831663493,5a0f2c8dbcb30313c1318d9e,5a0f2c8e97e0bc4831663495,5a0f2cdcd6c58c139daa8a57,5a0f2d141c067a1ae7e67343,5a0f2d4c5c4f9a48378c2db7,5a0f2d811c156e483dc740cf,5a0f2da4ae845313c72e2816,5a0f2dcfae845313c72e2817,5a0f2dfee691ef1af5572645,5a0f2e3497e0bc4831663497,5a0f2e4f3feafb4f684d1aca,5a0f2e83bcb30313c1318d9f,5a0f2f075c4f9a48378c2db9,5a0f2f15bcb30313c1318da0,5a0f2f2f32516b13bbf49e49,5a0f2f491c067a1ae7e67344,5a0f2f4b0525bc484398d207,5a0f2f602c520b484f1b8801,5a0f3089e691ef1af5572648,5a0f308ee691ef1af5572649,5a0f30adae845313c72e281c,5a0f30c33feafb4f684d1acd,5a0f30d1e691ef1af557264b,5a0f30df0525bc484398d208,5a0f3106ae845313c72e281d,5a0f314aae845313c72e281e,5a0f3161ae845313c72e281f,5a0f316bc31f3448494eb6fe,5a0f3195e691ef1af557264c,5a0f320e5c4f9a48378c2dba,5a0f322eeca4fc22e027a312,5a0f331cae845313c72e2821,5a0f33b299ec112dd1215692,5a0f33b293984022d41562d0,5a0f33dbb0da9122e35a8d45,5a0f33e40525bc484398d209,5a0f33fda7e49c22d705f640,5a0f3400b546e022c2fa61d6,5a0f3442eca4fc22e027a313,5a0f344e059ac522ef987c4d,5a0f350e17153722f5634d3c,5a0f3512b884b12dc5b4fbcb,5a0f3532d442ff22bc769147,5a0f354fae845313c72e2822,5a0f35fca7e49c22d705f641,5a0f368b172b442ddd1d05ea,5a0f36d6172b442ddd1d05eb,5a0f371ae691ef1af557264f,5a0f379b51fd882301b6d13c,5a0f37ca51fd882301b6d13d,5a0f3830059ac522ef987c4f,5a0f383332516b13bbf49e4d,5a0f38b4ae845313c72e2823,5a0f3931c988512deb672b83,5a0f39c817153722f5634d3d,5a0f3a584b4fc722fbe1c726,5a0f3a94172b442ddd1d05ed,5a0f3b5db884b12dc5b4fbcc,5a0f3ba9a7e49c22d705f646,5a0f3bad51fd882301b6d13e,5a0f3c3f172b442ddd1d05ee,5a0f3cbdae845313c72e2826,5a0f3d2b99ec112dd1215696,5a0f3d4c99ec112dd1215697,5a0f3d5a172b442ddd1d05ef,5a0f3d7bc988512deb672b87,5a0f3d9b4b4fc722fbe1c727,5a0f3e4bc988512deb672b89,5a0f3e7432516b13bbf49e52,5a0f3e8251fd882301b6d140,5a0f3e8e51fd882301b6d141,5a0f3e8e4b4fc722fbe1c728,5a0f3ec3e691ef1af5572653,5a0f3ed417153722f5634d40,5a0f3f1cf160552db93e65b4,5a0f3f62a7e49c22d705f649,5a0f3f7d4b4fc722fbe1c72b,5a0f3fd0ae845313c72e2827,5a0f4029172b442ddd1d05f1,5a0f40b4c988512deb672b8b,5a0f40bc17153722f5634d41,5a0f40c7c988512deb672b8c,5a0f4107f160552db93e65b5,5a0f41e9f160552db93e65b6,5a0f421b32516b13bbf49e54,5a0f423c172b442ddd1d05f2,5a0f433d32516b13bbf49ea9,5a0f437232516b13bbf49eaa,5a0f439517153722f5634d42,5a0f44d832516b13bbf49eab,5a0f44dd51fd882301b6d147,5a0f4653ae845313c72e282a,5a0f4694f160552db93e65b9,5a0f47f1b884b12dc5b4fbcf,5a0f482bb0da9122e35a8d4a,5a0f486d11ae4222e93bc463,5a0f489a263abd22dd1e3aec,5a0f49bba7e49c22d705f681,5a0f4e10ae845313c72e282e,5a0f4ef1263abd22dd1e3af2
5a0f2c42e691ef1af5572643,28,22,27,24,32,24,25,36,15,16,15,12,10,24,28,17,28,8,28,14,27,34,18,24,34,24,33,15,13,30,16,34,19,23,34,18,10,20,13,21,28,13,18,33,15,16,13,18,20,11,11,24,27,23,26,20,30,14,30,16,15,23,6,13,16,12,23,20,17,20,14,18,36,16,9,26,0,16,17,19,21,18,38,11,35,18,20,14,29,18,16,20,17,33,12,18,13,10,32,10,26,21,32,18,8,21,14,21,14,14,13,25,20,17,16,20,31,10,6,15,3,7,11,16,17,20,11,14,15,20,7,13,15,21,12,35,34,7,13,19,15,19,10,17,17,20,28,17,28,18,16,21,22,21,12,16,19,13,18,15,32,11,23,14,10,15,11,30,18,17,14,9,22,23,28,12,15,14,23
5a0f2c4397e0bc4831663492,26,26,38,37,36,29,38,38,20,21,25,18,23,29,19,22,33,21,37,22,37,39,27,36,35,24,37,20,26,29,27,35,31,27,47,22,6,33,25,22,34,26,22,38,19,17,8,25,26,14,23,20,38,28,38,24,31,23,35,21,27,35,19,23,28,18,34,26,30,21,25,31,39,28,19,17,24,0,30,26,34,13,48,14,46,19,24,19,33,31,28,25,21,32,7,28,7,22,44,22,30,26,40,23,21,34,27,34,25,20,25,28,24,30,27,23,36,23,9,24,15,20,15,29,26,17,12,27,20,24,14,17,19,30,24,37,44,20,23,28,9,30,22,22,18,23,40,21,32,24,28,33,34,24,25,29,15,19,30,28,42,18,20,26,15,21,17,42,16,11,8,21,35,34,33,17,11,20,26
5a0f2c4a97e0bc4831663493,33,23,21,15,32,26,22,36,17,18,11,17,11,23,36,18,30,6,21,20,20,37,18,15,35,32,35,17,12,34,9,35,17,25,25,18,19,18,19,23,32,7,19,31,22,20,22,19,19,20,11,32,21,25,22,21,30,15,31,18,5,14,14,13,12,15,17,21,11,24,11,12,36,7,9,33,10,25,0,20,19,25,31,20,30,22,22,16,30,12,8,26,18,39,22,13,22,17,28,17,27,24,32,21,7,16,8,16,20,22,13,25,21,9,11,20,29,9,15,16,9,6,15,9,12,28,19,5,17,20,16,22,18,16,18,36,28,6,11,16,24,13,9,18,21,21,19,18,30,25,7,11,13,22,11,10,27,22,9,7,26,19,28,8,15,22,19,21,23,26,23,15,18,19,28,15,23,22,23
5a0f2c8dbcb30313c1318d9e,15,11,30,32,23,15,39,22,9,10,15,12,22,15,20,9,22,20,25,21,26,27,21,28,20,27,25,7,26,15,19,20,25,15,44,9,14,32,28,6,28,26,9,24,19,2,18,13,12,16,21,19,30,15,40,11,16,17,22,10,22,30,21,17,29,8,28,15,30,6,17,31,24,23,12,18,23,24,24,0,33,13,36,17,48,4,12,8,18,31,25,21,8,20,20,19,20,25,46,25,15,14,34,13,21,33,27,34,29,27,22,13,11,27,18,8,21,23,13,18,18,20,8,25,15,18,14,24,9,9,16,22,8,19,27,22,32,20,14,19,22,22,18,8,2,8,35,8,19,32,23,28,30,9,25,29,15,26,26,24,30,25,8,26,10,21,19,34,5,24,22,24,36,27,19,7,12,27,11
5a0f2c8e97e0bc4831663495,40,25,22,9,36,30,29,36,23,24,13,25,22,24,44,23,36,18,14,30,13,42,25,5,36,42,41,21,23,40,9,36,24,31,22,22,29,30,30,28,40,15,23,32,32,26,32,24,20,29,21,40,22,29,27,25,31,23,36,24,7,17,25,21,20,21,22,26,18,29,17,19,38,10,15,42,21,36,11,25,0,34,23,30,35,27,27,22,32,20,18,35,22,45,33,15,33,28,36,28,29,29,40,26,18,27,15,24,32,33,23,27,25,20,13,23,27,20,25,24,20,17,23,17,12,37,29,16,23,22,26,33,23,13,29,37,20,17,15,18,35,15,18,22,26,23,22,22,35,36,10,5,16,24,22,17,35,33,12,17,18,30,33,15,23,32,29,11,29,37,34,26,24,24,31,20,32,34,25
5a0f2cdcd6c58c139daa8a57,17,18,36,38,30,23,43,28,15,16,22,16,26,22,13,16,28,24,33,24,33,33,26,34,25,27,32,14,29,20,26,25,31,22,49,16,13,36,30,13,32,30,16,32,21,9,16,20,19,17,25,18,36,22,44,18,22,22,29,17,28,36,23,22,33,14,34,22,34,13,23,35,31,29,18,10,27,21,30,21,37,0,43,18,52,11,19,15,24,35,30,25,15,23,17,26,18,27,49,27,22,21,39,19,25,37,31,38,31,28,27,20,18,32,24,15,28,27,13,23,20,24,13,30,22,17,15,29,15,15,18,23,14,26,29,27,39,23,20,25,20,29,23,16,10,15,41,15,26,32,29,34,35,16,29,33,13,26,31,29,37,26,9,31,14,23,21,40,7,22,19,27,40,33,27,13,10,28,18
5a0f2d141c067a1ae7e67343,40,25,22,9,36,30,29,36,23,24,13,25,22,24,44,23,36,18,14,30,13,42,25,5,36,42,41,21,23,40,9,36,24,31,22,22,29,30,30,28,40,15,23,32,32,26,32,24,20,29,21,40,22,29,27,25,31,23,36,24,7,17,25,21,20,21,22,26,18,29,17,19,38,10,15,42,21,36,11,25,31,34,0,30,35,27,27,22,32,20,18,35,22,45,33,15,33,28,36,28,29,29,40,26,18,27,15,24,32,33,23,27,25,20,13,23,27,20,25,24,20,17,23,17,12,37,29,16,23,22,26,33,23,13,29,37,20,17,15,18,35,15,18,22,26,23,22,22,35,36,10,5,16,24,22,17,35,33,12,17,18,30,33,15,23,32,29,11,29,37,34,26,24,24,31,20,32,34,25
5a0f2d4c5c4f9a48378c2db7,28,26,35,33,36,28,32,39,19,20,23,16,19,29,24,22,32,16,35,20,35,38,25,32,36,23,36,20,22,30,24,36,27,27,42,22,6,28,20,23,32,21,22,38,17,18,6,23,25,12,19,22,35,28,33,24,32,21,34,20,23,31,14,20,23,17,31,25,25,22,22,26,39,24,16,21,19,8,26,24,29,15,46,0,41,20,23,18,33,26,24,23,21,33,4,26,4,17,39,17,30,25,38,23,17,29,22,29,21,15,22,28,24,26,24,24,36,19,7,22,10,16,14,25,24,18,10,23,19,24,11,13,19,28,19,38,42,16,21,26,7,27,19,21,19,24,37,21,31,19,25,29,31,25,21,24,17,14,27,24,40,13,22,22,13,18,13,38,18,8,6,16,29,31,33,17,13,15,26
5a0f2d811c156e483dc740cf,48,34,31,12,45,39,31,45,31,32,22,32,28,33,52,32,44,23,21,37,20,51,33,14,45,49,49,29,29,49,17,45,32,39,16,31,36,35,35,37,48,17,32,41,39,34,39,33,29,36,28,48,31,38,26,34,40,31,44,33,14,24,31,29,21,29,30,34,21,38,25,22,47,17,23,50,26,42,18,34,36,42,30,37,0,36,36,31,41,22,25,43,31,54,38,23,39,34,37,33,38,38,48,35,24,32,18,27,37,39,30,36,34,26,22,32,35,26,32,32,26,23,31,24,21,45,36,22,31,31,33,39,32,22,34,46,28,23,24,27,41,23,26,31,35,32,29,31,44,41,17,9,23,33,28,20,43,38,18,23,26,35,42,17,31,39,36,20,38,43,40,32,24,32,40,29,40,39,34
5a0f2da4ae845313c72e2816,18,8,31,33,23,16,42,19,11,12,16,15,25,12,22,10,23,23,24,24,25,28,23,28,16,30,27,7,28,18,20,16,27,17,45,9,17,35,31,4,30,28,9,23,22,4,22,15,10,19,23,23,30,15,42,11,13,19,22,12,24,32,24,18,32,10,29,16,32,8,19,33,21,25,14,20,26,27,26,16,36,17,35,21,51,0,14,10,15,33,27,25,8,23,23,20,24,28,48,28,13,15,36,14,23,36,29,36,32,31,25,11,11,29,18,6,18,25,16,20,21,22,11,26,15,21,18,26,11,6,20,25,9,19,30,19,31,22,15,19,26,23,20,8,4,6,37,8,20,35,25,29,31,7,27,31,18,29,27,26,29,29,8,29,13,24,22,34,7,28,25,27,38,28,19,8,15,31,9
5a0f2dcfae845313c72e2817,25,6,25,26,21,15,39,19,11,12,10,16,23,6,30,8,23,20,16,24,17,29,20,21,18,34,27,6,26,25,14,18,24,18,39,7,21,32,30,11,31,24,8,15,24,10,25,13,2,22,21,28,24,14,39,10,13,17,21,12,18,26,24,16,29,10,24,14,28,14,14,29,20,19,11,27,24,31,20,14,33,22,27,23,47,12,0,10,13,29,23,27,7,30,27,14,28,28,45,27,11,16,34,14,21,33,25,33,31,32,22,9,10,26,13,4,13,23,18,18,21,20,13,22,8,26,21,22,11,3,21,27,10,11,29,19,22,20,10,14,30,17,18,7,10,4,32,7,21,36,20,23,26,5,25,27,24,30,22,22,21,29,16,25,15,26,24,27,14,31,29,27,35,24,15,8,21,32,7
5a0f2dfee691ef1af5572645,18,10,27,28,21,13,37,23,6,7,12,10,20,13,23,7,19,17,23,19,23,23,18,25,21,26,22,4,23,18,16,21,22,12,41,7,14,29,26,8,25,23,6,23,18,4,18,10,10,15,18,20,26,12,37,8,17,14,19,7,19,27,19,13,27,5,25,12,27,8,14,28,23,20,9,20,21,23,21,11,30,14,34,16,45,6,9,0,17,28,22,20,5,23,20,16,20,23,43,23,14,11,31,10,18,31,24,31,27,26,19,12,9,24,15,8,20,20,11,15,16,17,6,21,12,18,13,21,6,8,15,21,4,16,25,23,29,17,11,16,22,19,15,6,4,8,32,5,16,30,20,25,26,9,22,26,16,24,23,21,28,24,11,23,8,19,18,30,8,24,21,22,33,24,17,3,13,26,11
5a0f2e3497e0bc4831663497,28,13,37,39,31,25,51,12,21,22,22,25,35,14,31,19,33,32,25,35,27,38,32,33,10,42,37,16,38,29,26,11,36,27,52,17,28,44,41,15,41,37,18,27,33,15,33,24,15,30,33,34,37,24,51,20,8,28,31,22,31,39,35,28,41,20,37,25,41,19,27,42,26,32,23,28,35,38,33,25,45,27,36,32,60,17,24,20,0,42,35,35,17,34,34,27,35,39,57,38,19,26,46,24,33,45,38,46,42,42,34,15,20,38,25,10,16,35,27,29,31,32,22,35,21,32,29,34,21,10,31,36,19,23,40,14,31,32,23,26,37,29,30,17,15,10,44,17,30,46,32,35,38,11,37,40,29,40,35,34,30,39,16,37,24,35,33,39,18,39,36,38,47,37,26,18,26,42,13
5a0f2e4f3feafb4f684d1aca,39,32,32,21,41,34,16,45,25,26,21,23,16,33,40,27,38,11,31,25,30,45,26,24,44,35,43,25,17,41,19,44,26,33,27,27,21,23,19,31,38,7,27,41,26,27,23,28,29,23,18,36,31,33,16,29,39,23,40,26,14,23,16,22,6,22,27,29,11,31,21,12,45,16,17,37,14,24,18,29,24,29,41,22,24,29,30,24,39,0,18,32,27,45,20,23,21,17,22,17,36,32,41,29,12,20,8,15,21,20,21,34,29,18,22,30,39,14,18,24,9,11,22,19,23,32,22,15,25,29,19,23,25,26,18,45,38,11,21,26,23,24,17,27,28,30,28,27,38,22,16,18,22,31,16,10,31,21,18,18,36,15,34,8,21,26,22,30,29,24,22,16,13,28,38,23,27,20,32
5a0f2e83bcb30313c1318d9f,36,23,19,10,33,27,26,35,19,20,10,21,17,22,40,20,33,13,16,25,15,39,21,9,34,37,37,18,18,37,6,35,20,28,23,20,25,25,25,25,36,11,20,31,27,22,28,21,18,25,17,36,19,26,24,22,30,19,33,21,3,13,21,17,16,18,18,22,15,26,13,16,36,6,11,38,16,32,7,22,26,30,26,25,32,24,24,19,30,16,0,31,20,42,28,12,29,24,32,23,27,26,36,23,14,23,12,21,27,29,19,25,22,15,10,21,26,16,21,20,16,13,19,13,10,33,24,11,19,20,22,28,20,13,25,35,23,12,12,15,31,12,14,19,23,21,18,19,32,32,6,6,12,22,18,14,31,28,7,12,20,25,30,11,19,27,25,15,26,32,30,22,21,20,29,17,28,29,24
5a0f2f075c4f9a48378c2db9,23,3,28,29,21,15,41,16,11,12,13,16,25,7,28,9,24,22,19,25,20,29,22,24,15,33,27,6,28,23,17,15,26,18,43,7,21,34,32,8,32,27,8,18,25,8,25,14,5,22,23,27,27,14,41,10,10,18,21,12,21,29,25,18,31,11,27,15,31,12,17,32,16,22,13,25,25,30,23,15,35,21,30,23,50,10,14,10,10,32,25,0,7,28,27,17,27,29,47,29,10,16,36,15,23,35,28,36,33,33,24,5,10,28,16,1,13,25,19,19,22,22,13,25,12,25,21,24,11,1,22,28,10,14,31,16,25,22,13,16,29,20,20,7,8,1,34,7,21,37,22,26,29,2,27,30,22,31,25,24,24,30,13,27,15,26,24,30,12,31,29,28,37,27,16,9,19,33,4
5a0f2f15bcb30313c1318da0,19,10,25,27,20,12,35,24,4,5,10,9,18,13,25,5,17,16,21,18,22,22,16,23,21,26,21,4,21,20,14,22,20,11,39,6,14,28,25,9,24,21,6,22,17,6,18,8,9,15,16,22,25,12,36,8,17,12,18,5,17,25,18,12,25,4,23,10,25,10,12,26,23,18,7,22,19,24,19,10,29,15,32,16,44,8,7,3,17,26,20,19,0,25,20,14,20,22,41,22,14,9,29,8,17,29,22,30,26,25,18,13,8,23,13,8,20,19,11,13,15,16,6,20,11,19,14,19,4,8,14,21,3,15,24,23,28,15,9,14,23,17,14,5,6,8,30,5,15,29,18,23,25,9,21,24,17,24,21,19,26,23,13,22,8,19,17,29,9,24,22,21,32,22,17,2,14,25,11
5a0f2f2f32516b13bbf49e49,30,14,37,38,32,26,52,12,22,23,22,27,36,14,34,20,34,33,24,36,26,40,33,32,12,43,38,17,39,31,26,12,37,28,52,18,30,45,42,17,42,37,19,27,35,17,35,25,15,32,34,36,37,25,52,21,9,29,32,23,31,39,36,29,42,21,37,26,41,21,27,42,27,32,24,31,36,40,33,26,46,29,34,34,60,19,25,21,20,43,36,37,18,0,36,27,37,40,58,40,20,27,47,26,34,46,38,46,44,43,35,16,21,39,25,11,14,36,29,30,33,33,23,35,21,35,30,35,22,11,32,38,21,22,42,15,30,33,23,27,39,29,30,18,17,11,44,18,32,47,32,35,38,12,38,40,31,42,35,35,29,41,19,38,26,37,35,38,20,41,38,39,48,37,27,20,28,43,14
5a0f2f491c067a1ae7e67344,31,30,39,36,40,32,35,42,23,24,27,20,22,33,25,25,36,20,39,24,39,42,28,36,39,27,40,23,25,33,28,40,31,30,45,26,9,32,23,26,36,24,25,42,21,21,10,27,29,16,23,25,39,31,35,28,36,25,38,24,27,35,18,24,25,20,35,29,28,25,26,29,43,28,20,22,23,7,29,28,33,18,50,15,43,23,27,22,37,29,28,27,25,36,0,29,3,20,41,20,33,29,42,27,20,32,25,32,24,17,25,32,28,29,28,27,40,22,10,26,13,19,18,29,28,21,14,26,23,27,15,17,23,32,22,42,46,19,24,30,5,31,22,25,22,27,40,24,35,21,28,33,34,28,24,27,20,17,30,28,44,15,25,24,17,22,17,42,21,7,5,20,32,35,36,20,15,17,30
5a0f2f4b0525bc484398d207,25,12,20,21,22,16,32,25,8,9,5,12,17,12,30,8,21,14,16,19,17,28,14,17,24,30,26,6,20,26,9,24,17,16,34,8,18,26,24,13,27,18,8,21,20,11,22,10,8,18,15,27,19,14,33,10,19,11,21,10,13,21,18,10,23,7,18,11,22,15,8,23,25,14,5,28,17,27,15,11,27,20,27,19,41,13,13,8,19,23,17,23,8,31,23,0,24,22,39,22,16,15,28,12,15,27,19,27,26,27,16,14,10,19,7,9,18,17,14,12,15,14,10,16,5,24,17,16,8,9,16,23,9,10,24,25,23,14,4,8,26,12,11,8,11,10,26,8,20,30,14,18,20,10,19,21,22,25,16,16,21,24,18,19,11,21,19,23,15,27,25,21,29,18,17,6,19,27,12
5a0f2f602c520b484f1b8801,29,28,38,36,38,30,36,40,21,22,25,19,22,31,23,24,35,20,38,23,38,40,27,36,37,25,39,22,25,31,27,37,31,29,45,24,7,32,23,24,34,24,24,40,20,19,8,26,27,15,22,23,38,30,36,26,34,24,37,22,27,35,18,23,26,19,34,27,28,23,25,29,41,28,19,20,23,7,29,27,33,16,49,14,44,21,25,20,35,29,28,26,23,34,3,28,0,20,42,20,32,27,41,25,20,33,25,32,24,18,25,30,26,29,27,25,38,22,9,25,13,19,16,28,27,19,13,26,21,26,14,16,21,31,22,40,45,19,23,29,6,30,22,23,20,25,40,23,33,22,28,33,34,26,24,27,18,17,30,27,43,16,23,25,16,21,16,41,18,8,5,20,33,34,35,19,13,18,28
5a0f3089e691ef1af5572648,34,31,36,31,40,33,28,44,23,24,24,20,18,33,31,26,37,15,37,22,36,42,27,32,41,28,41,24,20,36,25,42,28,31,38,26,12,27,18,28,36,18,26,41,21,23,13,27,29,17,19,29,36,32,28,28,38,23,39,24,22,30,14,22,18,20,32,28,21,27,24,22,44,23,18,28,18,12,25,28,28,22,47,16,36,25,28,22,38,23,24,28,25,39,9,27,9,0,34,16,34,30,40,27,16,27,18,25,19,13,22,33,28,24,25,28,40,17,11,24,9,14,19,24,26,25,16,22,23,28,14,17,23,30,17,43,43,14,22,28,11,28,19,25,24,28,36,25,36,15,23,27,30,29,20,20,24,14,25,23,41,9,29,18,17,22,17,38,24,13,10,15,25,32,37,21,19,13,31
5a0f308ee691ef1af5572649,27,13,18,20,23,17,32,26,10,11,3,13,17,13,32,10,23,14,15,20,15,30,15,15,25,32,28,8,20,28,7,25,17,18,33,9,19,26,25,15,29,17,10,21,22,13,23,12,9,19,15,29,17,16,32,12,20,12,23,12,11,19,19,11,22,9,17,13,21,17,8,22,26,12,5,29,17,28,13,13,27,22,26,20,40,15,15,10,20,22,16,24,10,33,24,7,25,23,0,22,17,17,29,14,15,26,18,26,26,27,16,15,12,19,6,11,18,17,16,13,15,14,11,15,3,26,19,15,10,10,17,24,10,8,24,26,21,13,4,6,27,10,12,9,13,11,25,10,22,31,12,16,19,12,19,20,24,26,15,15,20,25,20,18,13,22,21,21,17,29,26,21,28,17,19,8,21,28,14
5a0f30adae845313c72e281c,36,27,26,18,36,30,17,40,20,22,16,19,12,28,37,22,34,7,26,21,25,40,21,19,39,33,39,21,12,37,14,39,21,29,25,22,19,19,17,27,34,4,23,36,23,23,22,23,23,20,13,33,26,29,18,25,34,19,35,22,9,18,14,17,7,18,22,25,8,27,16,9,40,11,13,35,10,24,13,24,20,26,36,20,26,25,25,20,34,9,13,28,22,41,20,18,21,15,23,0,31,27,36,24,7,15,5,12,19,20,16,29,25,13,16,25,33,9,15,20,8,6,18,14,17,29,20,10,20,24,16,22,21,21,16,40,33,6,15,20,23,18,13,22,24,25,23,22,33,22,11,14,17,26,12,7,28,20,13,13,31,16,30,5,17,23,20,25,25,24,22,14,14,23,33,18,24,20,28
5a0f30c33feafb4f684d1acd,15,12,29,31,23,16,38,24,8,9,15,10,21,16,20,9,21,19,26,19,26,26,19,27,22,25,25,7,24,16,19,22,24,15,43,9,12,30,26,8,26,24,9,25,17,4,16,13,13,14,19,18,29,15,38,11,18,15,22,10,21,29,19,15,28,7,27,14,28,8,16,29,25,22,11,17,22,22,23,14,32,12,36,15,47,6,11,8,19,29,23,19,8,21,18,19,18,23,44,23,0,13,33,12,19,32,25,33,27,25,21,14,11,26,17,10,22,21,10,17,16,18,6,23,15,16,12,22,8,10,14,20,7,19,25,24,32,18,13,18,21,21,17,9,4,10,34,8,19,30,22,27,28,11,23,27,13,24,25,23,30,23,10,25,8,19,17,33,5,22,20,22,34,26,20,6,10,25,13
5a0f30d1e691ef1af557264b,27,18,22,20,27,21,26,32,11,12,10,10,10,20,30,13,25,7,22,14,22,31,12,19,30,26,29,11,13,28,11,30,14,19,32,13,14,19,17,18,25,13,14,28,16,14,17,14,15,14,8,25,22,19,27,16,26,10,26,12,11,19,11,8,16,9,18,15,16,18,9,17,31,12,4,27,10,21,13,15,20,19,33,14,35,16,16,11,25,18,12,20,13,32,17,12,18,15,33,14,22,0,27,15,8,20,14,21,18,20,9,21,16,14,11,16,26,10,9,11,7,7,9,12,11,22,13,11,11,16,11,17,12,16,16,31,29,7,8,13,20,14,5,13,15,16,24,13,24,23,12,17,18,17,12,15,20,18,14,12,27,17,21,13,9,16,14,25,17,22,19,14,23,17,24,9,17,20,19
5a0f30df0525bc484398d208,39,37,43,37,46,39,33,50,29,30,31,26,25,39,34,32,43,22,43,29,43,49,33,38,47,34,47,30,27,41,31,47,35,37,44,32,17,34,25,34,42,23,32,48,27,29,18,34,35,23,26,33,43,38,32,34,43,30,45,31,28,37,21,29,23,27,38,35,27,33,30,28,50,30,25,31,25,15,31,35,35,26,54,22,40,31,34,29,44,28,30,34,31,45,11,34,12,23,39,23,40,36,0,33,22,33,24,31,26,19,29,39,34,31,32,34,46,24,17,31,15,21,25,31,32,30,21,28,29,34,20,23,29,37,24,49,50,21,29,35,14,35,26,32,30,35,42,31,42,22,30,34,36,35,26,26,29,21,32,30,48,15,34,24,24,28,23,44,29,15,13,22,29,38,43,27,24,19,37
5a0f3106ae845313c72e281d,24,18,25,24,27,20,28,31,10,11,12,8,11,20,26,13,24,9,25,11,24,30,14,22,29,23,28,11,15,26,14,29,17,18,35,13,10,21,17,16,23,15,13,28,13,12,14,14,16,10,10,22,25,19,29,15,25,10,26,11,14,22,10,10,19,8,21,15,19,16,12,20,31,15,6,24,13,18,16,15,22,15,35,11,37,14,15,10,25,20,15,17,12,30,15,15,15,15,35,14,21,17,28,0,10,23,16,24,18,18,12,20,15,17,13,15,27,12,6,11,7,9,7,16,13,18,10,14,10,15,8,14,11,18,16,31,31,9,10,15,17,17,9,12,13,16,27,12,23,22,15,20,21,16,14,18,17,16,17,15,29,16,19,16,6,13,11,28,14,19,16,13,25,20,24,8,13,18,18
