D_bar,592154c454a00b21b809f5ad,592154ce2a17d821bca95123,592180352a17d821bca95141,59218b532a17d821bca9514c,592197a82a17d821bca95153,5921a1012a17d821bca95155,5921ae2d2a17d821bca95158,5921ae8f2a17d821bca95159,5921b02d2a17d821bca9515a,5921b66a2a17d821bca9515c,5921b8a7f315d421c066f616,5921bb8c2a17d821bca95160,5921bbea2a17d821bca95161,5921bd93f315d421c066f617,5921be022a17d821bca95162,5921be559559d121c272315e,5921be9c2a17d821bca95163,5921bf282a17d821bca95164,5921bfd82a17d821bca95165,5921c02cf315d421c066f618,5921c0472a17d821bca95167,5921c0f12a17d821bca95168,5921c1622a17d821bca95169,5921c2e9f315d421c066f619,5921c30b9559d121c2723160,5921c3919559d121c2723161,5921c3dc2a17d821bca9516b,5921c3fd2a17d821bca9516d,5921c4f52a17d821bca9516e,5921c5b3f315d421c066f61a,5921c5c82a17d821bca95171,5921c6b32a17d821bca95173,5921c6dff315d421c066f61b,5921c72f2a17d821bca95176,5921c73c2a17d821bca95177,5921c80c2a17d821bca95179,5921c8a0f315d421c066f61c,5921c92e2a17d821bca9517a,5921ca4b2a17d821bca9517b,5921cb3c9559d121c2723162,5921cb3e54a00b21b809f5b0,5921cb412a17d821bca9517e,5921cb842a17d821bca9517f,5921cb852a17d821bca95180,5921cbf8f315d421c066f61d,5921cc179559d121c2723163,5921cd0b2a17d821bca95181,5921cd432a17d821bca95182,5921cdfef315d421c066f61e,5921ce832a17d821bca95185,5921cec52a17d821bca95186,5921cee72a17d821bca95187,5921cef12a17d821bca95188,5921cf08f315d421c066f61f,5921cf0c9559d121c2723164,5921cf422a17d821bca95189,5921cf449559d121c2723165,5921cfc22a17d821bca9518b,5921cfc29559d121c2723166,5921cff82a17d821bca9518c,5921d04af315d421c066f620,5921d08a2a17d821bca9518e,5921d08c2a17d821bca9518f,5921d0a02a17d821bca95190,5921d0d82a17d821bca95191,5921d0ff2a17d821bca95192,5921d11e2a17d821bca95193,5921d17b2a17d821bca95197,5921d1822a17d821bca95198,5921d1992a17d821bca9519a,5921d2212a17d821bca9519b,5921d23c2a17d821bca9519c,5921d23df315d421c066f621,5921d2432a17d821bca9519d,5921d272f315d421c066f622,5921d342f315d421c066f623,5921d36e9559d121c2723167,5921d3789559d121c2723168,5921d37ef315d421c066f624,5921d37f9559d121c2723169,5921d3fd2a17d821bca951a0,5921d41c2a17d821bca951a2,5921d4239559d121c272316a,5921d462f315d421c066f626,5921d48d2a17d821bca951a3,5921d4d79559d121c272316b,5921d4eb2a17d821bca951a5,5921d4f9f315d421c066f627,5921d50054a00b21b809f5b1,5921d50e2a17d821bca951a6,5921d5262a17d821bca951a8,5921d5262a17d821bca951a9,5921d5a9f315d421c066f628,5921d5d7f315d421c066f62a,5921d5ea81b64321ba87b94d,5921d6039559d121c272316c,5921d6512a17d821bca951ac,5921d6bc2a17d821bca951af,5921d7002a17d821bca951b0,5921d7189559d121c272316d,5921d771f315d421c066f62c,5921d80af315d421c066f62e,5921d80e2a17d821bca951b6,5921d8392a17d821bca951b7,5921d86d9559d121c272316e,5921d899f315d421c066f62f,5921d8ae9559d121c272316f,5921d9872a17d821bca951b8,5921d9a42a17d821bca951b9,5921d9ac2a17d821bca951bb,5921d9e19559d121c2723171,5921da7a2a17d821bca951be,5921dac79559d121c2723172,5921dade2a17d821bca951bf,5921db0e2a17d821bca951c1,5921db672a17d821bca951c3,5921db742a17d821bca951c4,5921db942a17d821bca951c6,5921dbaf2a17d821bca951c7,5921dbb754a00b21b809f5b2,5921dc022a17d821bca951c8,5921dc1cf315d421c066f635,5921dc212a17d821bca951c9,5921dc312a17d821bca951ca,5921dc6d2a17d821bca951cc,5921dc772a17d821bca951cd,5921dceaf315d421c066f636,5921dd099559d121c2723174,5921dd0c2a17d821bca951ce,5921dd452a17d821bca951cf,5921dd6f2a17d821bca951d0,5921ddb5f315d421c066f637,5921ddf52a17d821bca951d1,5921de1bf315d421c066f638,5921de3a9559d121c2723175,5921de412a17d821bca951d2,5921de4ff315d421c066f63a,5921de902a17d821bca951d3,5921ded12a17d821bca951d5,5921e3e29559d121c2723176,5921e4ee2a17d821bca951dc,5921e4f8f315d421c066f63b,5921e5032a17d821bca951dd,5921e51a9559d121c2723177,5921e5692a17d821bca951de,5921e5882a17d821bca951df,5921e5df2a17d821bca951e0,5921e5ec2a17d821bca951e1,5921e6462a17d821bca951e2,5921e6aa2a17d821bca951e4,5921e6f254a00b21b809f5b5,5921e6f79559d121c2723179,5921e74bf315d421c066f63e,5921e75a2a17d821bca951e8,5921e77af315d421c066f63f,5921e782f315d421c066f640,5921e8512a17d821bca951ec,5921e8969559d121c272317a,5921e89c2a17d821bca951ed,5921e9462a17d821bca951ef,5921e9829559d121c272317b,5921e9f42a17d821bca951f1,5921ea022a17d821bca951f3,5921ea192a17d821bca951f4,5921eaa254a00b21b809f5b6,5921eb6af315d421c066f642,5921ec152a17d821bca951f9,5921ed602a17d821bca951fa,5921eeb32a17d821bca951fb,5921eeb42a17d821bca951fc,5921f0412a17d821bca951fd,5921f1762a17d821bca951ff,5921f2212a17d821bca95200,5921f2592a17d821bca95201,5921f335f315d421c066f644
5921d4eb2a17d821bca951a5,23,24,11,10,26,26,13,15,31,29,14,19,36,26,19,20,37,26,28,32,21,39,18,22,14,15,6,27,26,17,27,24,24,37,30,13,33,27,25,32,18,13,25,18,11,8,22,23,14,12,24,14,14,17,28,29,22,32,13,20,23,29,20,14,7,16,11,16,23,31,21,25,40,34,21,17,19,17,20,35,34,23,29,18,10,13,0,10,14,31,35,14,30,10,15,18,21,22,20,11,17,11,19,23,11,29,19,33,25,19,13,17,23,21,18,25,28,12,14,15,20,17,20,20,23,25,22,15,20,13,21,15,24,13,20,16,8,17,15,25,13,5,15,13,14,31,18,16,20,17,9,12,16,27,29,11,12,33,21,12,20,18,18,18,20,25,29,16,14,12,14,20,26,20,16
5921d4f9f315d421c066f627,13,14,15,12,16,18,15,19,32,23,8,16,26,31,14,10,30,17,26,22,15,41,14,12,21,22,8,26,16,7,16,20,14,30,27,16,23,17,15,31,22,9,15,18,7,6,22,12,16,16,28,18,4,7,27,29,14,34,9,9,24,19,14,18,9,20,15,6,13,25,15,26,33,24,15,21,20,7,20,29,24,23,19,18,13,17,10,0,24,34,29,13,20,9,5,9,24,19,24,14,17,15,10,15,14,23,19,23,21,9,9,7,21,25,8,15,24,15,18,12,19,17,19,19,23,15,13,5,23,17,13,8,20,23,19,25,10,21,16,15,14,10,7,14,8,21,8,18,10,8,11,15,18,17,30,12,6,23,10,15,16,10,10,10,20,14,25,16,14,2,15,19,25,11,17
5921d50054a00b21b809f5b1,36,37,20,23,39,38,24,23,40,40,26,30,49,31,32,32,48,38,36,45,33,44,30,35,13,14,19,36,39,30,39,36,37,49,41,21,46,40,37,41,26,25,38,27,23,20,34,35,27,21,31,23,26,29,37,38,34,37,25,32,33,41,32,27,19,23,19,28,36,43,33,34,51,47,33,26,27,30,29,46,47,33,41,30,18,22,21,23,0,37,46,25,43,22,28,31,26,33,29,19,27,19,32,35,23,41,28,45,37,32,26,30,31,30,30,38,40,22,22,26,28,28,28,28,32,38,35,28,25,21,34,27,35,16,28,18,21,25,25,38,24,18,27,23,27,43,31,29,33,30,22,25,29,40,39,21,25,45,33,20,32,31,31,31,30,37,41,25,23,25,23,29,34,33,26
5921d50e2a17d821bca951a6,41,42,20,30,44,47,26,24,39,36,32,30,55,27,36,38,45,46,50,50,32,31,33,40,29,31,26,31,45,36,45,39,42,46,41,21,52,46,42,37,27,32,41,21,26,28,38,42,34,21,28,23,33,35,32,37,43,25,28,39,31,48,33,35,29,21,20,34,42,40,34,33,47,51,34,26,25,37,27,42,52,31,49,34,18,22,29,30,26,0,42,36,49,25,33,36,19,31,29,19,25,19,38,44,31,38,23,51,38,38,33,36,44,30,37,43,41,23,23,28,24,30,24,24,31,44,39,34,18,22,42,36,33,23,23,25,29,26,26,43,25,26,36,21,32,49,36,36,39,36,29,33,36,45,37,23,31,51,39,20,31,36,36,36,42,44,42,24,22,31,22,25,29,38,24
5921d5262a17d821bca951a8,33,34,28,35,31,44,29,31,40,7,31,26,39,40,33,29,16,41,54,41,17,30,30,32,46,47,31,26,40,31,32,36,34,19,36,29,37,31,32,31,34,33,25,17,24,31,41,37,39,28,36,30,30,31,28,37,40,24,26,34,32,46,23,42,35,29,27,30,37,13,24,34,18,41,24,33,26,34,27,12,39,30,40,37,26,30,34,28,43,36,0,40,44,27,26,30,26,20,36,27,25,27,37,41,37,11,18,36,33,33,34,31,48,38,27,31,36,28,30,27,20,30,20,20,30,39,25,29,25,29,37,34,22,40,18,43,35,33,29,31,28,34,33,22,31,34,28,41,34,32,34,39,41,33,38,27,30,42,30,28,21,29,29,29,47,39,36,25,23,29,23,20,24,31,25
5921d5262a17d821bca951a9,18,19,21,16,18,14,21,25,38,29,14,23,26,37,21,14,36,14,20,27,22,48,21,16,19,21,12,33,23,12,18,27,19,36,34,22,23,17,19,38,28,14,18,25,14,10,28,18,20,22,34,24,9,13,34,36,11,41,16,15,31,26,20,21,11,26,21,12,19,31,22,32,39,28,22,27,26,14,26,35,26,30,17,24,19,23,14,8,27,41,35,0,27,15,10,16,31,25,30,20,24,20,16,11,18,29,26,23,28,14,15,12,15,31,9,17,31,21,24,19,26,23,26,26,29,20,17,10,29,23,10,3,27,26,26,29,14,27,23,17,20,13,3,21,14,21,12,22,15,14,15,18,22,19,37,19,13,27,12,21,23,16,16,16,17,20,32,23,21,9,21,26,32,18,24
5921d5a9f315d421c066f628,23,25,33,32,17,28,33,37,48,25,27,31,15,49,31,21,30,25,37,33,23,54,31,23,39,40,27,39,33,21,17,37,25,31,41,34,13,7,22,44,40,28,14,31,24,25,41,28,35,34,45,36,21,23,41,45,25,47,26,25,40,39,25,37,28,37,33,23,30,27,26,42,34,32,26,39,36,27,35,31,25,38,19,37,32,35,30,21,43,50,31,29,0,27,16,24,40,30,42,32,33,33,29,26,33,25,32,12,36,24,29,22,31,43,13,16,39,33,36,29,32,34,32,32,38,31,16,20,39,35,21,20,32,43,33,45,30,39,34,16,32,30,18,30,27,10,19,37,25,24,31,34,37,18,46,30,25,33,16,34,28,24,24,24,36,30,40,33,31,21,31,33,39,26,33
5921d5d7f315d421c066f62a,16,17,11,11,19,23,10,14,26,21,8,11,29,26,10,12,28,22,31,25,13,36,9,14,22,23,7,21,20,11,19,15,17,28,22,12,26,21,17,26,17,9,17,13,2,7,18,16,15,11,23,13,9,10,22,24,19,29,4,13,19,24,11,17,10,15,10,9,16,23,12,20,31,26,12,16,15,12,15,26,27,18,24,14,9,13,10,5,22,29,26,17,24,0,8,11,19,15,19,10,12,10,14,20,13,21,14,26,16,13,10,11,25,21,11,18,20,10,13,7,14,12,14,14,17,19,14,9,18,12,18,13,16,20,14,23,10,16,11,18,9,10,12,9,8,24,11,17,14,11,10,15,17,20,25,8,6,25,14,11,12,10,10,10,23,18,21,11,9,7,9,14,20,12,12
5921d5ea81b64321ba87b94d,9,10,17,16,12,19,17,21,32,20,11,16,22,33,15,5,26,17,29,18,13,41,15,7,25,27,12,25,17,6,12,21,10,27,27,18,20,14,10,30,24,13,10,17,8,10,25,13,20,18,29,20,6,8,27,30,15,34,10,10,25,24,12,22,14,22,17,7,14,21,13,26,29,20,13,23,20,11,20,25,20,23,18,21,16,19,14,6,28,35,25,17,21,11,0,8,25,17,26,16,18,17,14,16,18,19,19,19,21,9,13,7,24,27,5,11,24,17,20,13,19,18,19,19,23,15,8,5,24,19,13,10,19,27,19,29,15,23,18,11,16,14,8,15,11,17,4,22,10,9,15,19,22,13,31,14,9,18,7,18,15,8,8,8,24,15,25,17,15,6,16,19,25,10,18
5921d6039559d121c272316c,11,13,21,20,8,20,21,24,36,19,14,19,19,37,19,8,25,17,31,20,14,43,18,10,29,30,15,28,21,9,9,24,13,26,29,22,16,10,10,33,27,17,7,20,12,14,29,16,23,22,33,24,10,11,30,33,16,36,13,13,28,27,14,26,17,25,21,10,18,21,15,30,29,20,15,27,24,15,23,25,16,26,16,25,19,23,18,9,31,38,25,20,25,15,4,0,28,19,30,20,21,20,18,17,22,19,21,16,24,12,17,10,25,31,3,7,27,20,23,17,21,22,21,21,26,19,6,8,27,22,13,11,21,30,22,33,18,27,21,7,19,18,9,18,15,14,7,26,13,12,19,23,26,9,34,18,13,21,6,21,17,11,11,11,26,18,28,20,18,10,19,22,27,13,21
5921d6512a17d821bca951ac,34,35,14,26,36,42,19,18,30,25,26,22,47,22,29,30,33,41,48,43,22,21,26,32,32,33,22,21,38,30,37,31,35,35,33,15,44,38,34,26,21,27,32,10,19,24,32,35,30,15,22,17,28,29,21,28,38,14,21,32,23,42,24,32,26,14,14,28,35,28,25,25,36,44,25,20,16,31,19,30,44,22,43,28,13,16,25,24,26,19,30,33,42,19,26,29,0,21,23,13,17,14,33,39,28,26,12,44,30,31,28,29,42,24,30,35,33,17,17,21,14,23,14,14,22,38,30,27,7,16,37,32,22,23,12,26,25,20,19,35,19,23,31,13,26,42,29,32,33,30,25,30,32,37,29,17,25,43,32,15,21,29,29,29,39,37,33,15,13,25,14,14,18,30,16
5921d6bc2a17d821bca951af,16,17,15,19,17,26,16,19,29,13,14,11,27,30,16,13,20,25,36,25,5,34,14,15,30,31,15,19,23,13,17,20,17,21,22,16,24,18,15,24,22,17,12,11,8,14,25,19,23,16,26,18,13,14,21,26,23,27,9,16,21,29,6,25,18,19,15,13,20,15,7,23,23,25,7,21,16,17,16,18,25,19,25,21,14,17,18,11,29,31,18,23,27,11,9,13,20,0,24,15,14,15,19,24,21,13,13,24,17,16,17,14,31,25,11,16,21,15,18,11,13,16,13,13,19,22,10,12,19,17,20,17,12,27,13,30,18,21,16,16,14,17,16,11,14,22,11,25,17,14,18,22,25,18,27,13,13,25,14,16,8,12,12,12,30,21,21,13,11,12,12,13,19,14,14
5921d7002a17d821bca951b0,30,30,14,17,32,32,17,17,34,34,20,24,42,26,25,26,42,32,33,39,27,40,23,28,12,14,13,30,33,24,33,29,30,43,35,15,40,34,31,35,20,19,31,21,17,14,27,29,21,15,25,17,20,23,31,32,29,33,18,26,27,35,25,21,14,18,13,22,29,36,26,28,44,40,26,20,21,24,23,39,41,27,35,23,12,16,14,17,11,32,39,20,37,15,22,25,22,27,0,13,21,13,25,29,17,34,22,39,30,25,20,23,27,24,24,32,33,15,16,20,23,22,23,23,26,32,29,21,20,15,28,21,29,10,23,12,15,19,19,32,17,11,21,17,20,37,24,23,26,24,16,19,23,34,33,15,19,39,27,14,25,25,25,25,25,31,34,19,17,18,17,23,29,27,20
5921d7189559d121c272316d,22,23,4,13,25,29,7,8,23,23,13,13,36,20,17,19,31,28,34,31,16,32,14,21,21,22,9,19,26,17,26,20,23,32,24,5,33,27,23,24,11,14,23,11,8,11,19,23,17,5,17,7,15,16,20,21,25,25,9,20,16,29,15,19,12,9,4,15,23,26,16,18,34,33,16,10,11,18,12,28,33,16,30,15,3,6,12,11,17,24,28,20,30,7,15,17,14,16,13,0,10,4,20,26,14,24,12,33,20,19,14,17,29,14,18,24,23,4,7,10,12,11,12,12,16,25,20,15,13,6,24,18,18,15,12,18,12,10,8,24,7,10,18,6,14,31,17,19,20,17,12,16,19,26,22,4,12,32,21,4,15,17,17,17,26,25,24,8,6,12,7,13,18,19,9
5921d771f315d421c066f62c,27,28,8,19,29,34,12,11,23,21,19,15,40,18,22,23,29,34,41,36,16,25,18,25,27,28,15,16,31,23,30,24,27,31,26,9,37,31,27,21,14,20,26,6,12,17,25,28,23,9,15,11,20,22,16,21,31,18,14,25,16,35,17,25,19,8,7,21,28,24,18,17,32,37,18,13,9,23,12,26,37,15,36,21,6,10,19,17,22,18,26,27,35,12,19,22,7,15,17,7,0,7,25,32,21,22,7,37,23,24,20,22,36,18,22,28,26,10,10,14,8,15,8,8,15,31,23,20,6,9,29,25,17,20,8,22,19,13,12,28,12,17,24,6,19,35,22,25,25,22,18,23,25,30,22,10,18,36,25,8,15,21,21,21,33,30,26,8,6,18,6,9,14,23,9
5921d80af315d421c066f62e,23,24,5,15,26,30,8,8,21,21,15,12,36,19,18,20,29,30,37,32,15,29,15,22,24,25,11,17,27,19,26,20,24,30,23,6,34,28,24,22,11,16,23,8,8,13,21,24,19,5,15,7,16,18,18,19,27,22,10,21,14,31,14,21,15,8,4,17,24,24,16,15,32,33,16,10,8,19,10,26,34,13,32,17,3,7,14,13,20,22,26,22,31,8,15,18,12,14,13,4,8,0,21,28,17,22,9,33,19,20,16,18,31,15,19,25,23,6,7,10,9,11,9,9,13,27,20,16,10,6,25,20,16,18,10,20,15,10,8,25,7,13,20,4,15,31,18,21,21,18,14,19,21,27,20,6,14,32,21,5,13,18,18,18,28,26,23,6,4,14,4,10,16,20,6
5921d80e2a17d821bca951b6,15,16,24,20,12,16,23,27,39,25,16,23,18,39,22,12,31,13,26,24,19,48,21,14,26,28,16,32,23,11,12,28,16,31,34,25,16,10,15,37,30,17,12,24,15,14,31,17,24,24,36,27,10,13,34,37,13,41,17,14,32,28,19,26,16,28,23,12,19,27,20,33,34,24,20,29,27,16,27,30,20,30,11,27,22,26,18,10,32,42,30,17,27,17,7,15,32,24,32,23,25,23,0,13,22,24,26,15,28,14,18,12,21,34,4,11,31,23,26,20,26,25,26,26,30,20,12,10,31,25,9,8,26,31,26,34,18,29,24,11,22,18,5,22,16,13,10,26,15,14,19,23,26,13,38,21,15,24,7,24,21,15,15,15,24,19,32,24,22,11,22,26,32,17,25
5921d8392a17d821bca951b7,23,24,23,18,24,20,23,26,41,35,18,27,32,38,25,20,41,20,16,33,27,50,24,22,14,16,14,36,28,17,25,30,24,42,38,24,29,23,25,41,29,17,24,28,18,12,31,23,22,23,35,26,14,18,38,39,17,44,19,20,33,30,25,22,12,28,22,17,24,36,26,35,44,34,26,28,29,19,29,40,32,33,22,27,21,25,14,12,25,43,40,8,32,18,15,21,33,30,31,22,27,22,21,0,18,34,29,29,32,19,18,17,11,33,15,23,35,23,25,22,29,26,29,29,32,26,23,15,31,24,16,9,31,25,30,28,15,28,25,23,23,13,10,23,18,27,18,24,20,19,17,19,24,25,39,21,16,33,18,23,27,21,21,21,15,25,36,26,24,13,24,30,36,23,26
5921d86d9559d121c272316e,27,27,15,14,29,28,17,18,35,33,17,23,39,29,23,23,41,28,28,36,26,42,22,25,10,11,10,31,30,21,30,28,27,41,34,16,36,30,28,36,22,16,28,22,15,11,26,26,18,16,27,18,17,20,32,33,24,36,17,23,27,32,24,18,10,20,15,19,26,35,25,29,44,37,25,21,23,20,24,39,37,27,31,22,13,17,11,13,14,35,39,15,33,14,19,22,24,27,24,14,21,14,22,25,0,33,23,36,29,22,17,20,22,25,21,28,32,16,18,19,23,21,23,23,27,28,26,18,23,16,24,17,28,14,24,16,11,21,19,28,17,8,17,17,17,34,21,20,23,21,13,16,20,30,33,15,16,36,23,15,25,22,22,22,21,28,33,20,18,15,18,24,30,24,20
5921d899f315d421c066f62f,27,28,25,31,26,38,26,28,37,1,27,22,33,38,29,24,10,36,49,36,12,33,26,26,42,43,27,25,35,25,26,32,28,13,33,26,31,25,26,30,31,29,19,15,20,27,37,32,35,26,35,28,25,26,26,34,35,26,21,29,30,42,18,38,30,27,25,25,32,8,20,31,12,35,20,31,24,29,24,6,34,28,34,33,23,27,30,23,40,36,6,36,39,23,20,25,25,17,34,24,22,24,32,35,33,0,17,30,29,28,29,26,43,35,21,25,32,26,28,23,18,27,18,18,27,34,19,24,24,26,32,29,18,38,17,40,30,31,26,25,25,30,27,20,27,28,23,37,29,27,30,35,37,27,36,24,25,37,24,25,17,24,24,24,42,34,32,22,20,24,20,18,23,26,23
5921d8ae9559d121c272316f,27,28,12,23,29,36,16,16,26,17,21,15,39,23,23,24,25,35,44,36,14,22,20,26,32,33,19,13,33,24,30,26,28,27,26,13,36,31,27,18,19,23,25,2,14,20,28,29,27,13,20,15,22,23,14,23,33,15,15,26,18,37,16,29,23,13,12,22,29,20,18,20,28,37,18,18,11,25,13,22,37,17,36,24,11,14,22,19,27,20,22,30,37,15,20,23,9,13,21,11,11,12,27,34,25,18,0,36,23,26,23,24,39,22,23,28,27,14,15,15,6,18,6,6,16,32,23,22,8,14,31,27,14,25,4,27,22,18,15,28,15,21,26,8,21,34,22,29,27,24,22,27,29,30,24,13,20,37,26,13,13,22,22,22,36,31,27,10,9,20,9,6,10,24,11
5921d9872a17d821bca951b8,17,19,26,22,14,17,26,29,42,27,18,25,18,42,24,14,33,14,26,27,22,50,24,16,27,28,18,35,25,13,14,30,19,33,36,27,16,10,18,40,33,20,14,27,17,16,33,20,26,27,38,29,12,16,37,39,14,44,19,17,34,30,21,28,18,31,26,15,22,29,22,36,36,27,22,32,30,18,30,33,22,33,9,29,24,28,20,12,34,45,33,18,29,20,10,17,35,27,35,25,28,25,21,15,24,27,28,0,30,16,20,14,20,36,6,13,34,26,29,22,28,27,28,28,33,23,14,12,33,28,10,9,28,33,29,36,20,32,27,13,25,20,7,24,18,13,12,28,17,16,21,25,28,15,40,23,17,27,9,26,24,17,17,17,25,22,34,27,25,13,25,29,35,19,27
5921d9a42a17d821bca951b9,29,30,10,22,32,37,15,13,26,22,22,17,42,19,24,26,31,36,43,38,18,23,21,28,28,30,18,17,34,25,32,27,30,32,28,11,39,33,30,22,17,23,28,7,15,20,28,31,26,11,17,13,23,24,18,24,34,16,16,28,18,38,20,28,21,10,10,23,30,25,21,20,33,39,21,16,11,26,14,28,40,18,38,24,8,12,21,20,23,15,28,29,38,15,22,24,5,17,19,9,12,9,28,34,23,24,8,39,0,27,23,25,38,20,25,31,29,13,13,16,10,18,10,10,18,33,26,23,4,11,32,27,19,21,9,23,21,16,15,31,14,19,26,9,22,37,24,28,28,25,21,25,28,33,25,12,20,39,28,10,17,24,24,24,35,33,29,11,9,21,9,10,15,26,11
5921d9ac2a17d821bca951bb,15,16,23,19,14,14,22,26,39,27,15,23,21,39,21,12,32,11,24,25,20,48,21,14,24,25,15,32,22,10,14,27,16,33,33,24,18,12,16,37,29,16,14,24,14,12,30,17,23,23,35,26,9,13,34,36,10,41,16,14,31,27,19,24,15,27,22,12,19,28,20,33,36,25,20,28,27,15,27,32,22,30,12,26,21,25,16,8,30,42,32,14,26,16,7,15,31,24,31,22,25,22,17,11,20,26,26,18,27,0,16,11,18,33,5,13,31,22,25,19,26,24,26,26,30,19,13,9,30,24,6,5,26,30,26,32,17,28,24,13,21,16,3,21,15,16,10,25,14,13,18,21,25,15,37,20,14,25,8,23,22,15,15,15,21,19,32,24,22,9,22,26,32,17,24
5921d9e19559d121c2723171,18,19,18,13,19,17,18,21,36,29,12,21,28,34,19,15,35,17,21,27,21,45,19,17,17,18,9,30,22,12,20,25,19,36,32,19,26,20,20,35,25,12,19,22,12,7,25,17,17,19,31,21,8,12,32,33,13,38,14,14,28,25,19,17,8,23,18,11,19,30,20,30,38,29,20,24,24,13,24,34,28,27,20,21,16,20,10,6,23,38,34,8,26,13,10,15,28,24,27,17,22,17,15,14,14,28,24,25,26,14,0,12,16,28,11,19,29,18,21,17,23,21,23,23,27,20,18,10,26,19,13,6,26,23,24,25,10,24,20,19,18,10,6,18,12,23,12,19,15,13,12,15,19,21,34,16,11,27,14,18,21,15,15,15,14,19,30,20,18,8,19,24,30,17,21
5921da7a2a17d821bca951be,11,12,21,19,9,18,20,24,36,21,14,19,19,36,18,8,27,15,29,20,15,44,18,10,27,28,14,28,20,8,10,24,12,28,30,22,16,11,11,34,27,15,9,21,12,12,28,15,22,21,33,24,8,10,30,33,14,37,13,12,28,26,14,24,16,25,20,9,17,23,16,30,30,20,16,26,24,14,24,27,17,27,15,24,19,23,17,8,30,39,27,18,24,14,3,11,28,20,29,20,21,20,16,15,20,21,22,16,24,11,16,0,23,31,1,8,27,20,23,16,22,22,22,22,26,17,8,7,27,22,11,9,22,29,22,32,17,26,21,8,19,17,7,18,14,14,6,24,12,11,17,21,24,11,34,18,12,21,4,21,17,11,11,11,24,17,28,21,19,8,19,22,28,13,21
5921dac79559d121c2723172,21,22,20,15,22,19,20,23,38,32,15,24,31,35,22,18,39,19,19,31,24,47,21,20,14,15,10,33,25,15,23,27,22,39,35,21,28,22,23,38,26,14,22,25,15,9,28,21,18,20,32,23,11,15,34,35,16,40,16,18,30,28,22,18,8,25,19,14,22,34,23,32,42,32,23,25,26,16,26,37,31,29,22,24,18,22,11,9,23,40,37,5,29,15,13,18,29,27,28,19,24,19,18,17,15,32,26,28,29,17,15,15,0,30,14,22,32,19,22,19,26,23,26,26,29,23,21,13,28,21,15,8,28,22,26,25,12,25,22,22,20,10,9,20,15,26,16,20,18,16,14,16,20,24,36,18,13,31,17,20,24,18,18,18,12,23,33,22,21,11,21,26,32,20,23
5921dade2a17d821bca951bf,23,24,15,23,24,33,17,19,28,11,20,13,34,28,21,20,19,32,43,32,8,27,18,22,33,35,19,15,30,20,25,24,24,20,24,16,31,25,23,20,22,22,19,6,12,19,29,26,27,16,25,18,19,20,16,24,30,20,14,23,20,35,12,29,22,17,15,19,26,14,13,22,21,32,13,21,14,23,15,16,32,18,32,25,13,17,22,17,30,26,16,29,34,15,16,19,16,8,24,14,12,15,25,31,25,12,7,31,21,23,22,21,37,0,19,23,24,16,18,14,8,18,8,8,18,29,17,19,15,17,28,24,10,28,7,31,22,21,17,23,16,21,23,10,20,29,18,29,24,21,22,27,29,25,26,14,18,33,21,15,9,19,19,19,35,28,24,12,10,18,11,9,13,21,13
5921db0e2a17d821bca951c1,11,13,21,19,9,18,21,24,36,22,14,19,19,37,19,8,28,15,28,21,15,44,18,10,27,28,15,29,20,8,10,25,12,28,30,22,16,10,11,34,27,16,9,21,12,13,28,15,23,22,33,24,8,11,31,33,14,37,14,12,29,26,15,24,16,25,21,10,17,23,16,30,31,21,16,27,24,14,24,27,17,27,14,24,19,23,17,8,31,39,27,18,24,15,4,12,29,20,30,20,22,20,16,15,21,21,22,16,24,11,16,9,23,31,0,8,28,20,24,17,22,22,22,22,27,18,8,7,27,22,11,9,22,30,23,32,17,27,22,8,19,17,7,19,14,14,6,25,12,12,18,21,25,11,35,18,12,21,4,21,18,12,12,12,24,17,28,21,19,9,19,23,29,13,22
5921db672a17d821bca951c3,10,12,19,16,12,17,19,22,34,22,12,18,21,35,17,7,28,15,27,20,15,43,17,9,25,26,12,28,18,6,12,23,12,29,29,20,19,13,12,33,25,13,11,20,10,10,26,13,20,20,31,22,6,8,30,32,13,36,12,10,27,24,14,22,13,24,19,8,15,24,15,28,32,21,15,25,23,12,22,27,20,26,16,22,17,21,15,6,28,37,27,16,22,13,3,10,27,20,28,18,20,18,14,14,18,22,21,18,23,9,14,7,22,29,3,0,26,18,22,15,21,20,21,21,25,15,10,5,26,20,10,8,21,27,22,30,15,25,20,11,18,14,6,17,12,16,5,22,10,9,15,19,22,13,33,16,10,20,6,19,17,10,10,10,22,15,27,19,17,6,18,21,27,12,20
5921db742a17d821bca951c4,32,33,11,22,35,39,17,15,29,28,24,21,45,18,27,29,36,38,43,41,23,27,24,31,26,27,18,22,36,27,36,29,33,37,32,12,43,37,33,27,18,24,32,13,17,20,29,33,26,12,19,14,25,26,23,27,35,20,19,30,22,40,23,28,21,11,11,25,33,31,25,23,39,42,25,17,15,28,18,33,43,22,41,25,9,13,21,21,21,21,33,29,40,17,24,27,11,22,20,10,16,10,30,36,24,29,14,42,29,29,24,27,38,21,28,34,0,14,14,19,15,20,15,15,21,35,30,25,9,13,34,28,23,18,14,20,21,17,17,34,16,19,28,12,24,40,27,28,30,27,21,26,28,36,28,14,22,42,31,11,21,27,27,27,35,35,32,14,12,23,12,16,20,29,15
